filename,person,audio,noise,snr,provider,text,status,transcription_time
p6_1_cafe_0dB.wav,p6,1,cafe,0dB,google,Genera una cotización para el cliente Compufácil con cinco monitores LED y tres soportes de pared.,success,2.02
p6_1_cafe_5dB.wav,p6,1,cafe,5dB,google,Genera una cotización para el cliente Compufácil con cinco monitores LED y tres soportes de pared.,success,1.12
p6_1_cafe_10dB.wav,p6,1,cafe,10dB,google,Genera una cotización para el cliente Compu Fácil con cinco monitores LED y tres soportes de pared.,success,1.05
p6_1_clean.wav,p6,1,clean,,google,Genera una cotización para el cliente Compu Fácil con cinco monitores LED y tres soportes de pared.,success,1.11
p6_1_traffic_0dB.wav,p6,1,traffic,0dB,google,Genera una cotización para el cliente Compufácil con cinco monitores LED y tres soportes de pared.,success,1.11
p6_1_traffic_5dB.wav,p6,1,traffic,5dB,google,Genera una cotización para el cliente Compu Fácil con cinco monitores LED y tres soportes de pared.,success,1.16
p6_1_traffic_10dB.wav,p6,1,traffic,10dB,google,Genera una cotización para el cliente Compu Fácil con cinco monitores LED y tres soportes de pared.,success,1.24
p6_1_warehouse_0dB.wav,p6,1,warehouse,0dB,google,Genera una cotización para el cliente Compufácil con cinco monitores LED y tres soportes de pared.,success,1.08
p6_1_warehouse_5dB.wav,p6,1,warehouse,5dB,google,Genera una cotización para el cliente Compufácil con cinco monitores LED y tres soportes de pared.,success,1.16
p6_1_warehouse_10dB.wav,p6,1,warehouse,10dB,google,Genera una cotización para el cliente Compufácil con cinco monitores LED y tres soportes de pared.,success,1.04
p6_2_cafe_0dB.wav,p6,2,cafe,0dB,google,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosys.,success,1.09
p6_2_cafe_5dB.wav,p6,2,cafe,5dB,google,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosys.,success,1.27
p6_2_cafe_10dB.wav,p6,2,cafe,10dB,google,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosys.,success,1.40
p6_2_clean.wav,p6,2,clean,,google,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,1.13
p6_2_traffic_0dB.wav,p6,2,traffic,0dB,google,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,0.92
p6_2_traffic_5dB.wav,p6,2,traffic,5dB,google,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,1.16
p6_2_traffic_10dB.wav,p6,2,traffic,10dB,google,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,1.14
p6_2_warehouse_0dB.wav,p6,2,warehouse,0dB,google,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosys.,success,1.05
p6_2_warehouse_5dB.wav,p6,2,warehouse,5dB,google,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosys.,success,1.03
p6_2_warehouse_10dB.wav,p6,2,warehouse,10dB,google,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosys.,success,1.07
p6_3_cafe_0dB.wav,p6,3,cafe,0dB,google,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,0.95
p6_3_cafe_5dB.wav,p6,3,cafe,5dB,google,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,0.90
p6_3_cafe_10dB.wav,p6,3,cafe,10dB,google,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,1.03
p6_3_clean.wav,p6,3,clean,,google,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,1.21
p6_3_traffic_0dB.wav,p6,3,traffic,0dB,google,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,1.14
p6_3_traffic_5dB.wav,p6,3,traffic,5dB,google,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,19.99
p6_3_traffic_10dB.wav,p6,3,traffic,10dB,google,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,0.97
p6_3_warehouse_0dB.wav,p6,3,warehouse,0dB,google,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,0.95
p6_3_warehouse_5dB.wav,p6,3,warehouse,5dB,google,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,0.80
p6_3_warehouse_10dB.wav,p6,3,warehouse,10dB,google,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,0.87
p6_4_cafe_0dB.wav,p6,4,cafe,0dB,google,Genera una proforma para Andina Corp. Incluye dos laptops Core i7 y tres impresoras multifunción.,success,1.06
p6_4_cafe_5dB.wav,p6,4,cafe,5dB,google,"Genera una proforma para Andina Corp, incluye dos laptops Core i7 y tres impresoras multifunción.",success,0.99
p6_4_cafe_10dB.wav,p6,4,cafe,10dB,google,"Genera una proforma para Andina Corp, incluye dos laptops Core i7 y tres impresoras multifunción.",success,1.06
p6_4_clean.wav,p6,4,clean,,google,Genera una proforma para Andina Corp. Incluye dos laptops Core i7 y tres impresoras multifunción.,success,0.96
p6_4_traffic_0dB.wav,p6,4,traffic,0dB,google,"Genera una proforma para Andina Corp, incluye dos laptops i7 y tres impresoras multifunción.",success,0.97
p6_4_traffic_5dB.wav,p6,4,traffic,5dB,google,Genera una proforma para Andina Corp. Incluye dos laptops Core i7 y tres impresoras multifunción.,success,0.93
p6_4_traffic_10dB.wav,p6,4,traffic,10dB,google,"Genera una proforma para Andina Corp, incluye dos laptops Core i7 y tres impresoras multifunción.",success,2.35
p6_4_warehouse_0dB.wav,p6,4,warehouse,0dB,google,"Genera una proforma para Andina Corp, incluye dos laptops i7 y tres impresoras multifunción.",success,1.13
p6_4_warehouse_5dB.wav,p6,4,warehouse,5dB,google,"Genera una proforma para Andina Corp, incluye dos laptops Core i7 y tres impresoras multifunción.",success,0.94
p6_4_warehouse_10dB.wav,p6,4,warehouse,10dB,google,"Genera una proforma para Andina Corp, incluye dos laptops Core i7 y tres impresoras multifunción.",success,0.88
p6_5_cafe_0dB.wav,p6,5,cafe,0dB,google,Busca la última factura del cliente Velasco y Asociados y reenvíala a su correo.,success,0.79
p6_5_cafe_5dB.wav,p6,5,cafe,5dB,google,Busca la última factura del cliente Velasco y Asociados y reenvíala a su correo.,success,0.93
p6_5_cafe_10dB.wav,p6,5,cafe,10dB,google,Busca la última factura del cliente Velasco y Asociados y reenvíala a su correo.,success,0.89
p6_5_clean.wav,p6,5,clean,,google,Busca la última factura del cliente Velasco y Asociados y reenvíala a su correo.,success,0.89
p6_5_traffic_0dB.wav,p6,5,traffic,0dB,google,Busca la última factura del cliente Velasco y Asociados y reenvíala a su correo.,success,0.86
p6_5_traffic_5dB.wav,p6,5,traffic,5dB,google,Busca la última factura del cliente Velasco y Asociados y reenvíala a su correo.,success,0.85
p6_5_traffic_10dB.wav,p6,5,traffic,10dB,google,Busca la última factura del cliente Velasco y Asociados y reenvíala a su correo.,success,0.88
p6_5_warehouse_0dB.wav,p6,5,warehouse,0dB,google,Busca la última factura del cliente Velasco y Asociados y reenvíala a su correo.,success,0.96
p6_5_warehouse_5dB.wav,p6,5,warehouse,5dB,google,Busca la última factura del cliente Velasco y Asociados y reenvíala a su correo.,success,1.01
p6_5_warehouse_10dB.wav,p6,5,warehouse,10dB,google,Busca la última factura del cliente Velasco y Asociados y reenvíala a su correo.,success,0.90
p6_6_cafe_0dB.wav,p6,6,cafe,0dB,google,Genera la factura del pedido de compra 852025.,success,0.84
p6_6_cafe_5dB.wav,p6,6,cafe,5dB,google,Genera la factura del pedido de compra 852025.,success,0.91
p6_6_cafe_10dB.wav,p6,6,cafe,10dB,google,Genera la factura del pedido de compra 852025.,success,0.87
p6_6_clean.wav,p6,6,clean,,google,Genera la factura del pedido de compra 852025.,success,1.01
p6_6_traffic_0dB.wav,p6,6,traffic,0dB,google,Genera la factura del pedido de compra 852025.,success,0.87
p6_6_traffic_5dB.wav,p6,6,traffic,5dB,google,Genera la factura del pedido de compra 852025.,success,0.86
p6_6_traffic_10dB.wav,p6,6,traffic,10dB,google,Genera la factura del pedido de compra 852025.,success,0.87
p6_6_warehouse_0dB.wav,p6,6,warehouse,0dB,google,Genera la factura del pedido de compra 852025.,success,0.93
p6_6_warehouse_5dB.wav,p6,6,warehouse,5dB,google,Genera la factura del pedido de compra 852025.,success,1.04
p6_6_warehouse_10dB.wav,p6,6,warehouse,10dB,google,Genera la factura del pedido de compra 852025.,success,0.83
p6_7_cafe_0dB.wav,p6,7,cafe,0dB,google,Verifica si la factura FA 40 95 16 de Hierros del Pacífico ya está pagada.,success,0.95
p6_7_cafe_5dB.wav,p6,7,cafe,5dB,google,Verifica si la factura FA 409516 de Hierros del Pacífico ya está pagada.,success,0.96
