filename,person,audio,noise,snr,provider,text,status,transcription_time
p6_1_cafe_0dB.wav,p6,1,cafe,0dB,amazon,"Genera una cotización para el cliente Compufacil con cinco monitores LED, tres soportes de pared.",success,7.20
p6_1_cafe_5dB.wav,p6,1,cafe,5dB,amazon,Genera una cotización para el cliente Compu fácil con cinco monitores LED tres soportes de pared.,success,7.88
p6_1_cafe_10dB.wav,p6,1,cafe,10dB,amazon,Genera una cotización para el cliente Compufácil con cinco monitores LED tres soportes de pared.,success,7.95
p6_1_clean.wav,p6,1,clean,,amazon,Genera una cotización para el cliente Compufacil con cinco monitores LED tres soportes de pared.,success,8.39
p6_1_traffic_0dB.wav,p6,1,traffic,0dB,amazon,"Genera una cotización para el cliente Compu fácil con cinco monitores LED, tres soportes de pared.",success,7.77
p6_1_traffic_5dB.wav,p6,1,traffic,5dB,amazon,Genera una cotización para el cliente Compu fácil con cinco monitores LED tres soportes de pared.,success,8.37
p6_1_traffic_10dB.wav,p6,1,traffic,10dB,amazon,Genera una cotización para el cliente Compu fácil con cinco monitores LED tres soportes de pared.,success,8.60
p6_1_warehouse_0dB.wav,p6,1,warehouse,0dB,amazon,"genera una cotización para el cliente compu fácil con cinco monitores LED, tres soportes de pared.",success,7.63
p6_1_warehouse_5dB.wav,p6,1,warehouse,5dB,amazon,Genera una cotización para el cliente Compufacil con cinco monitores LED tres soportes de pared.,success,8.01
p6_1_warehouse_10dB.wav,p6,1,warehouse,10dB,amazon,Genera una cotización para el cliente Compufacil con cinco monitores LED tres soportes de pared.,success,7.53
p6_2_cafe_0dB.wav,p6,2,cafe,0dB,amazon,prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,8.00
p6_2_cafe_5dB.wav,p6,2,cafe,5dB,amazon,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis,success,8.10
p6_2_cafe_10dB.wav,p6,2,cafe,10dB,amazon,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis,success,8.08
p6_2_clean.wav,p6,2,clean,,amazon,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis,success,7.94
p6_2_traffic_0dB.wav,p6,2,traffic,0dB,amazon,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,8.77
p6_2_traffic_5dB.wav,p6,2,traffic,5dB,amazon,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,8.79
p6_2_traffic_10dB.wav,p6,2,traffic,10dB,amazon,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,7.92
p6_2_warehouse_0dB.wav,p6,2,warehouse,0dB,amazon,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a tecnos.,success,8.53
p6_2_warehouse_5dB.wav,p6,2,warehouse,5dB,amazon,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,7.95
p6_2_warehouse_10dB.wav,p6,2,warehouse,10dB,amazon,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,8.88
p6_3_cafe_0dB.wav,p6,3,cafe,0dB,amazon,crea una oferta comercial para Carla Santana como un escritorio ejecutivo modelo X G Premium.,success,7.77
p6_3_cafe_5dB.wav,p6,3,cafe,5dB,amazon,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium,success,8.59
p6_3_cafe_10dB.wav,p6,3,cafe,10dB,amazon,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium,success,7.36
p6_3_clean.wav,p6,3,clean,,amazon,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium,success,8.75
p6_3_traffic_0dB.wav,p6,3,traffic,0dB,amazon,crea una oferta comercial para Carla Santana con un escritorio ejecutivo y modelo X Head Premium.,success,8.49
p6_3_traffic_5dB.wav,p6,3,traffic,5dB,amazon,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,8.71
p6_3_traffic_10dB.wav,p6,3,traffic,10dB,amazon,Crea una oferta comercial para Carla Santana con un escritorio ejecutivo modelo XG Premium.,success,8.16
