filename,person,audio,noise,snr,provider,text,status,transcription_time
p9_1_cafe_0dB.wav,p9,1,cafe,0dB,custom,"Genera una cotización para el cliente con plus fácil, con 5 monitores LED y 3 soportes de pared.",success,1.49
p9_1_cafe_5dB.wav,p9,1,cafe,5dB,custom,Genera una cotización para el cliente CompuFacil con 5 monitores LED y 3 soportes de pared.,success,1.39
p9_1_cafe_10dB.wav,p9,1,cafe,10dB,custom,Genera una cotización para el cliente CompuFacil con 5 monitores LED y 3 soportes de pared.,success,1.50
p9_1_clean.wav,p9,1,clean,,custom,Genera una cotización para el cliente CompuFacil con 5 monitores LED y 3 soportes de pared.,success,1.46
p9_1_traffic_0dB.wav,p9,1,traffic,0dB,custom,Genera una cotización por el cliente CompuFacil con 5 monitores LED y 3 soportes de pared.,success,1.42
p9_1_traffic_5dB.wav,p9,1,traffic,5dB,custom,Genera una cotización para el cliente CompuFacil con 5 monitores LED y 3 soportes de pared.,success,1.38
p9_1_traffic_10dB.wav,p9,1,traffic,10dB,custom,Genera una cotización para el cliente CompuFacil con 5 monitores LED y 3 soportes de pared.,success,1.37
p9_1_warehouse_0dB.wav,p9,1,warehouse,0dB,custom,"Genera una cotización por el cliente con su paso, con 5 monitores LED y 3 soportes de pared.",success,1.34
p9_1_warehouse_5dB.wav,p9,1,warehouse,5dB,custom,Genera una cotización para el cliente CompuFacil con 5 monitores LED y 3 soportes de pareja.,success,1.39
p9_1_warehouse_10dB.wav,p9,1,warehouse,10dB,custom,Genera una cotización para el cliente CompuFacil con 5 monitores LED y 3 soportes de pared.,success,1.37
p9_2_cafe_0dB.wav,p9,2,cafe,0dB,custom,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a TecnoSys.,success,1.48
p9_2_cafe_5dB.wav,p9,2,cafe,5dB,custom,Prepara un presupuesto urgente con 10 teclados inalámbricos y 10 ratones ópticos para enviar a Tecnosis.,success,1.53
